iter	Accuracy	Logloss
882	0.8763301697	0.2969757566
883	0.8767615761	0.2968597564
884	0.8770491803	0.2967358508
885	0.8764739718	0.2965926301
886	0.8767615761	0.2965656845
887	0.8767615761	0.2964736704
888	0.8767615761	0.2962407123
889	0.8771929825	0.2960746912
890	0.8774805867	0.2960126243
891	0.877768191	0.2958084496
892	0.877768191	0.2958006914
893	0.877768191	0.2957874127
894	0.8773367846	0.2956504006
895	0.8773367846	0.295592438
896	0.8770491803	0.2954932993
897	0.8774805867	0.2954631972
898	0.8783433995	0.2953739422
899	0.8781995974	0.2952865565
900	0.8786310037	0.2951943745
901	0.8784872016	0.2951657686
902	0.8784872016	0.2950561794
903	0.8784872016	0.2950165354
904	0.8784872016	0.2949289122
905	0.8784872016	0.2948319357
906	0.8784872016	0.2947240768
907	0.8784872016	0.2945719373
908	0.8783433995	0.294507508
909	0.8784872016	0.2944570232
910	0.878918608	0.2943640787
911	0.878918608	0.294327524
912	0.8792062123	0.2942755415
913	0.880069025	0.2940990875
914	0.8797814208	0.2940393279
915	0.8797814208	0.2940271425
916	0.8794938165	0.2938260819
917	0.8796376186	0.29366282
918	0.8797814208	0.2935506956
919	0.8803566293	0.293392001
920	0.8802128271	0.2933133043
921	0.8803566293	0.293243345
922	0.880069025	0.2930813125
923	0.8803566293	0.2930602651
924	0.880069025	0.2929786511
925	0.880069025	0.2929187988
926	0.8803566293	0.2928552903
927	0.8806442335	0.292783394
928	0.8807880357	0.2926973718
929	0.8809318378	0.2925931638
930	0.881219442	0.2924773471
931	0.8810756399	0.2923455581
932	0.8810756399	0.2922798844
933	0.8810756399	0.292251624
934	0.8816508484	0.2921207412
935	0.8817946506	0.2920176433
936	0.8820822548	0.2918802498
937	0.8822260569	0.2917642343
938	0.8822260569	0.2917533921
939	0.8823698591	0.2917435829
940	0.8825136612	0.2916961542
941	0.8822260569	0.2916703072
942	0.8822260569	0.2915894808
943	0.8820822548	0.2915536453
944	0.8822260569	0.2914148833
945	0.8822260569	0.29137255
946	0.8822260569	0.2913123528
947	0.8822260569	0.2911876602
948	0.8822260569	0.291087167
949	0.8820822548	0.2910131777
950	0.8828012655	0.2907286698
951	0.8825136612	0.2905819777
952	0.8826574633	0.2904558379
953	0.8825136612	0.2904200106
954	0.8825136612	0.2901953333
955	0.8826574633	0.2901350395
956	0.8826574633	0.2900499099
957	0.8825136612	0.2900065
958	0.8826574633	0.2899148823
959	0.8825136612	0.28978514
960	0.8828012655	0.2896220921
961	0.8832326718	0.2895014345
962	0.8835202761	0.289445858
963	0.8839516825	0.2892363522
964	0.8839516825	0.2891426196
965	0.8839516825	0.2891247253
966	0.8838078804	0.2890100254
967	0.8836640782	0.288902039
968	0.8838078804	0.2888541381
969	0.8840954846	0.2887878075
970	0.8840954846	0.2886598873
971	0.8842392867	0.2885516712
972	0.8842392867	0.2884751438
973	0.8840954846	0.2884289669
974	0.8840954846	0.2884208602
975	0.8840954846	0.2883598867
976	0.8846706931	0.2882842877
977	0.8848144953	0.2882646683
978	0.8849582974	0.2882183695
979	0.8846706931	0.2881176184
980	0.8853897038	0.2879845022
981	0.885677308	0.2878937295
982	0.8858211102	0.2878199467
983	0.8855335059	0.2877285607
984	0.8859649123	0.2876856442
985	0.8859649123	0.287588209
986	0.8861087144	0.2875285251
987	0.8859649123	0.2874220855
988	0.8861087144	0.2872964721
989	0.8861087144	0.2872445117
990	0.8858211102	0.2871558132
991	0.8859649123	0.2869443542
992	0.8859649123	0.2869367366
993	0.8861087144	0.2868613858
994	0.8861087144	0.2867820005
995	0.8862525165	0.2867414202
996	0.8863963187	0.2866430074
997	0.8862525165	0.2865641756
998	0.8865401208	0.2865030704
999	0.8868277251	0.2863951817
1000	0.8866839229	0.2863309626
1001	0.8866839229	0.2861959844
1002	0.8865401208	0.28611585
1003	0.8865401208	0.2860447248
1004	0.8865401208	0.2859718946
1005	0.8865401208	0.2859096241
1006	0.8868277251	0.2858086474
1007	0.8872591314	0.2857134612
1008	0.8869715272	0.2856450989
1009	0.8868277251	0.2855037749
1010	0.8868277251	0.2854940045
1011	0.8869715272	0.2853515621
1012	0.8871153293	0.2852922345
1013	0.8869715272	0.2852634236
1014	0.8871153293	0.2852447639
1015	0.8872591314	0.2851510789
1016	0.8865401208	0.2850581894
1017	0.8866839229	0.2849933254
1018	0.8871153293	0.2848917927
1019	0.8871153293	0.2848145668
1020	0.8871153293	0.2847332588
1021	0.8871153293	0.2846819454
1022	0.8874029336	0.2845571047
1023	0.8874029336	0.2844041634
1024	0.8876905378	0.2843664606
1025	0.8876905378	0.2842512697
1026	0.8875467357	0.2841861996
1027	0.8878343399	0.2840494991
1028	0.8879781421	0.2839912267
1029	0.8879781421	0.2839158333
1030	0.8879781421	0.2838288128
1031	0.8879781421	0.2836944855
1032	0.8882657463	0.2836652651
1033	0.8885533506	0.2835534825
1034	0.8886971527	0.2834055278
1035	0.8884095485	0.2832622928
1036	0.8884095485	0.2832071774
1037	0.8885533506	0.2831476042
1038	0.8882657463	0.2830778308
1039	0.8884095485	0.2830239604
1040	0.8886971527	0.2829840943
1041	0.888984757	0.282877608
1042	0.888984757	0.2828174627
1043	0.888984757	0.2827377745
1044	0.8891285591	0.2827094411
1045	0.8891285591	0.2826169536
1046	0.8891285591	0.2826096904
1047	0.888984757	0.2825403815
1048	0.8888409548	0.2824743894
1049	0.8886971527	0.2824121912
1050	0.8886971527	0.2823259655
1051	0.8886971527	0.2823024845
1052	0.888984757	0.2822731252
1053	0.8891285591	0.2821684541
1054	0.8891285591	0.2819940485
1055	0.8891285591	0.2818022365
1056	0.888984757	0.2816624662
1057	0.8891285591	0.2816189842
1058	0.8891285591	0.2815047935
1059	0.8891285591	0.2814935288
1060	0.8891285591	0.2814424045
1061	0.888984757	0.2813324806
1062	0.8891285591	0.2812092439
1063	0.8892723612	0.2811104258
1064	0.8892723612	0.2810648492
1065	0.8891285591	0.2808974839
1066	0.8894161634	0.2808241311
1067	0.8895599655	0.2807794931
1068	0.8895599655	0.2807501216
1069	0.8895599655	0.2806501921
1070	0.8895599655	0.2805964055
1071	0.8895599655	0.2805506377
1072	0.8895599655	0.2805032884
1073	0.8897037676	0.2803667175
1074	0.8895599655	0.2802822126
1075	0.8895599655	0.2801460653
1076	0.8895599655	0.2801036038
1077	0.8894161634	0.2800463822
1078	0.8894161634	0.2799416287
1079	0.8894161634	0.2798813431
1080	0.8894161634	0.2797997616
1081	0.8892723612	0.2797582822
1082	0.8895599655	0.2796482151
1083	0.8895599655	0.2794573161
1084	0.8894161634	0.2793467881
1085	0.8898475697	0.2792740967
1086	0.8897037676	0.2791872463
1087	0.890135174	0.2790618027
1088	0.890135174	0.2789739991
1089	0.8902789761	0.2789136837
1090	0.8905665804	0.278785781
1091	0.8909979868	0.2785476777
1092	0.8909979868	0.2784853104
1093	0.8909979868	0.2784656361
1094	0.8911417889	0.2783226945
1095	0.8908541846	0.2782528492
1096	0.8909979868	0.2781019234
1097	0.8909979868	0.278038944
1098	0.8911417889	0.2779813162
1099	0.8918607995	0.2779159377
1100	0.8917169974	0.2778719634
1101	0.8917169974	0.2778342445
1102	0.8915731953	0.2777772331
1103	0.8917169974	0.277761823
1104	0.8915731953	0.2777235444
1105	0.8920046017	0.2775113055
1106	0.8921484038	0.277464784
1107	0.8921484038	0.2774071154
1108	0.8921484038	0.2773702001
1109	0.8920046017	0.2773219896
1110	0.8921484038	0.2772658089
1111	0.8920046017	0.2771654948
1112	0.8920046017	0.2771073634
1113	0.8921484038	0.2771001302
1114	0.8921484038	0.2770553338
1115	0.8920046017	0.2770001371
1116	0.8920046017	0.2769252256
1117	0.8924360081	0.2767975566
1118	0.8928674144	0.2767478609
1119	0.8927236123	0.2766994947
1120	0.8925798102	0.276659866
1121	0.8927236123	0.2764975618
1122	0.8930112166	0.2764067701
1123	0.8928674144	0.276361724
1124	0.8931550187	0.276263324
1125	0.8928674144	0.2762159982
1126	0.8928674144	0.2761775454
1127	0.8928674144	0.2760606054
1128	0.8928674144	0.2760151869
1129	0.8930112166	0.2759917116
1130	0.8930112166	0.2758968605
1131	0.8927236123	0.2758037235
1132	0.8928674144	0.2757244621
1133	0.8924360081	0.2756049526
1134	0.8924360081	0.2755437603
1135	0.8927236123	0.2753350288
1136	0.8928674144	0.2752991449
1137	0.8928674144	0.2752558877
1138	0.8928674144	0.2751914803
1139	0.8927236123	0.2751610631
1140	0.8930112166	0.2750687125
1141	0.893442623	0.2749089684
1142	0.8937302272	0.2748279707
1143	0.8932988208	0.2747209904
1144	0.8935864251	0.2745983757
1145	0.893442623	0.2745130476
1146	0.8940178315	0.2744808268
1147	0.8937302272	0.2743663374
1148	0.8938740293	0.2743576186
1149	0.8937302272	0.2743420652
1150	0.8937302272	0.2743244067
1151	0.8938740293	0.2743110232
1152	0.8937302272	0.2742132044
1153	0.8937302272	0.2741333559
1154	0.8937302272	0.2740585567
1155	0.8937302272	0.2740375886
1156	0.8937302272	0.2739963133
1157	0.8937302272	0.2739709288
1158	0.8937302272	0.2739156975
1159	0.8941616336	0.2738055236
1160	0.8943054357	0.2737669861
1161	0.8943054357	0.2737169263
1162	0.89459304	0.2736301083
1163	0.89459304	0.2735879284
1164	0.8944492378	0.2735292148
1165	0.8944492378	0.2734861351
1166	0.89459304	0.2733916042
1167	0.8947368421	0.2733078163
1168	0.89459304	0.2732436463
1169	0.8941616336	0.2731208081
1170	0.8941616336	0.2730568771
1171	0.8943054357	0.2729903122
1172	0.8940178315	0.2729345822
1173	0.8940178315	0.2728848726
1174	0.8940178315	0.2728795951
1175	0.8941616336	0.2728187712
1176	0.8941616336	0.2727708315
1177	0.8944492378	0.2727058724
1178	0.8944492378	0.2724641585
1179	0.8944492378	0.2724205513
1180	0.8947368421	0.272250311
1181	0.8950244464	0.272188221
1182	0.8951682485	0.2720928624
1183	0.8948806442	0.2720170842
1184	0.8951682485	0.271956008
1185	0.8951682485	0.2719023192
1186	0.8953120506	0.271853555
1187	0.8954558527	0.2717169396
1188	0.8954558527	0.2717000761
1189	0.8950244464	0.2715840744
1190	0.8951682485	0.2714689542
1191	0.8953120506	0.2714253311
1192	0.8953120506	0.2713661165
1193	0.8953120506	0.2712257758
1194	0.8951682485	0.2710720118
1195	0.8953120506	0.2710104513
1196	0.8953120506	0.2709746507
1197	0.8951682485	0.2709172326
1198	0.8954558527	0.2708809959
1199	0.8954558527	0.2708639967
1200	0.8955996549	0.270719411
1201	0.8958872591	0.2705741312
1202	0.8964624676	0.2704777277
1203	0.8967500719	0.2703329022
1204	0.8966062698	0.270257607
1205	0.8967500719	0.2701966502
1206	0.8967500719	0.270148555
1207	0.8960310613	0.270066712
1208	0.8961748634	0.2700411553
1209	0.8960310613	0.2699318508
1210	0.8961748634	0.2698394896
1211	0.8961748634	0.2698317952
1212	0.8960310613	0.2696898849
1213	0.8958872591	0.2695645471
1214	0.8961748634	0.2694952963
1215	0.8960310613	0.2693698157
1216	0.8963186655	0.2693170736
1217	0.8964624676	0.2692492518
1218	0.8964624676	0.2691742765
1219	0.8964624676	0.2691403597
1220	0.8963186655	0.2690214993
1221	0.8964624676	0.2689709732
1222	0.8966062698	0.2689312767
1223	0.8963186655	0.2688841668
1224	0.8964624676	0.2688738134
1225	0.8964624676	0.2687892582
1226	0.8966062698	0.2686501084
1227	0.8966062698	0.2685401375
1228	0.8966062698	0.2685334112
1229	0.8967500719	0.2684101013
1230	0.8967500719	0.2683538155
1231	0.8967500719	0.2683141482
1232	0.8967500719	0.2681838906
1233	0.8967500719	0.2681311286
1234	0.8964624676	0.2680600675
1235	0.8964624676	0.2679930177
1236	0.8964624676	0.2679280666
1237	0.8964624676	0.2678464992
1238	0.8964624676	0.2677071232
1239	0.8964624676	0.2676462367
1240	0.8966062698	0.2676221249
1241	0.8966062698	0.2675728676
1242	0.8966062698	0.2675201251
1243	0.8966062698	0.2675058348
1244	0.8964624676	0.2674332075
1245	0.896893874	0.267331874
1246	0.896893874	0.2671379997
1247	0.896893874	0.2670765688
1248	0.8970376762	0.2669932101
1249	0.8971814783	0.266948248
1250	0.8971814783	0.266869873
1251	0.8971814783	0.2668575331
1252	0.8971814783	0.2667201266
1253	0.8976128847	0.2666390469
1254	0.8973252804	0.2666114105
1255	0.8974690825	0.2665322561
1256	0.8974690825	0.2664843839
1257	0.8976128847	0.2664500114
1258	0.8976128847	0.2664221302
1259	0.8977566868	0.2663715844
1260	0.8977566868	0.2663099806
1261	0.8977566868	0.266248363
1262	0.8977566868	0.2660961693
1263	0.8974690825	0.2660240504
1264	0.8977566868	0.2658923594
1265	0.8976128847	0.2658468462
1266	0.8980442911	0.2656895946
1267	0.8979004889	0.265642037
1268	0.8979004889	0.2655683944
1269	0.8979004889	0.2654300185
1270	0.8977566868	0.2654296723
1271	0.8979004889	0.2653240742
1272	0.8974690825	0.2652372978
1273	0.8974690825	0.2650929778
1274	0.8974690825	0.2650587823
1275	0.8973252804	0.2649741786
1276	0.8976128847	0.2648803666
1277	0.8977566868	0.2648153131
1278	0.8977566868	0.2648057213
1279	0.8979004889	0.2647852483
1280	0.8981880932	0.2646427161
1281	0.8981880932	0.2646032114
1282	0.8981880932	0.2645995572
1283	0.8979004889	0.2644751193
1284	0.8981880932	0.2643693571
1285	0.8981880932	0.2643324543
1286	0.8981880932	0.2642619418
1287	0.8984756974	0.2642153142
1288	0.8984756974	0.2642045778
1289	0.8987633017	0.2641104544
1290	0.8987633017	0.2640753692
1291	0.8986194996	0.2639559494
1292	0.8989071038	0.2638309687
1293	0.8993385102	0.2637569625
1294	0.8996261145	0.2636053502
1295	0.8994823123	0.2635159145
1296	0.8994823123	0.2634448914
1297	0.8994823123	0.2633858182
1298	0.8999137187	0.2633023072
1299	0.8999137187	0.2632542492
1300	0.8999137187	0.2631741205
1301	0.8996261145	0.2630383032
1302	0.8999137187	0.2629444191
1303	0.8999137187	0.2628688538
1304	0.8999137187	0.2627625089
1305	0.9000575209	0.2626227559
1306	0.9000575209	0.2625588656
1307	0.8999137187	0.2625047857
1308	0.8999137187	0.2624192584
1309	0.900201323	0.2622687411
1310	0.8997699166	0.2621870202
1311	0.8997699166	0.2620563659
1312	0.8999137187	0.2620290719
1313	0.8999137187	0.2619498413
1314	0.9003451251	0.2618695852
1315	0.9010641357	0.2617613135
1316	0.9007765315	0.2617414473
1317	0.9009203336	0.2617175959
1318	0.9006327294	0.2616292835
1319	0.9007765315	0.2615448162
1320	0.9009203336	0.2614526347
1321	0.9010641357	0.2613976579
1322	0.9010641357	0.2613431389
1323	0.9012079379	0.2612535613
1324	0.9010641357	0.2612279079
1325	0.9010641357	0.2611866171
1326	0.90135174	0.2610951261
1327	0.9012079379	0.2609509911
1328	0.9007765315	0.260835213
1329	0.9009203336	0.2607912725
1330	0.9010641357	0.2607880441
1331	0.9012079379	0.2606355003
1332	0.9010641357	0.2606013793
1333	0.9012079379	0.2605462902
1334	0.9012079379	0.2604870094
1335	0.90135174	0.2604114202
1336	0.90135174	0.2602722237
1337	0.9016393443	0.2601779068
1338	0.9014955421	0.2601070621
1339	0.9014955421	0.2600543795
1340	0.9014955421	0.2600414806
1341	0.90135174	0.2599983914
1342	0.9016393443	0.2599217255
1343	0.9016393443	0.2598600194
1344	0.9014955421	0.2597850692
1345	0.9019269485	0.2596269993
1346	0.9020707506	0.2595852333
1347	0.9017831464	0.2594861928
1348	0.9020707506	0.2593869609
1349	0.9023583549	0.2592834315
1350	0.9023583549	0.2592164951
1351	0.9023583549	0.2592043467
1352	0.9023583549	0.2591282604
1353	0.9023583549	0.2590842475
1354	0.9029335634	0.2589745169
1355	0.9029335634	0.2589194397
1356	0.9027897613	0.2587773631
1357	0.9027897613	0.2586771611
1358	0.9027897613	0.2586567026
1359	0.9027897613	0.2585768952
1360	0.9027897613	0.2585384464
1361	0.9029335634	0.2584945479
1362	0.9029335634	0.2584518934
1363	0.9030773655	0.2583850206
1364	0.9030773655	0.2583389782
1365	0.9030773655	0.2582928212
1366	0.9030773655	0.2582386504
1367	0.9029335634	0.2581901436
1368	0.9030773655	0.2580408261
1369	0.9030773655	0.2579169904
1370	0.9032211677	0.2578825645
1371	0.9033649698	0.257834377
1372	0.9033649698	0.2578230889
1373	0.9026459592	0.2577210528
1374	0.9026459592	0.2576048601
1375	0.9027897613	0.257564398
1376	0.9032211677	0.257504069
1377	0.9030773655	0.2574451341
1378	0.9030773655	0.257399956
1379	0.9030773655	0.2573698892
1380	0.9027897613	0.2572672203
1381	0.9027897613	0.2571617078
1382	0.9026459592	0.2570992646
1383	0.9026459592	0.2570692259
1384	0.9029335634	0.2570241404
1385	0.9026459592	0.2569986723
1386	0.9023583549	0.2569165915
1387	0.9026459592	0.2568769398
1388	0.9026459592	0.2567349681
1389	0.9032211677	0.2565686628
1390	0.9032211677	0.2565103496
1391	0.9032211677	0.2564643016
1392	0.9032211677	0.2563671498
1393	0.9032211677	0.2562864785
1394	0.9030773655	0.2562393194
1395	0.9032211677	0.2561773162
1396	0.9033649698	0.2560623816
1397	0.9035087719	0.2560156418
1398	0.9036525741	0.2559839575
1399	0.9036525741	0.2559512763
1400	0.9033649698	0.2559139815
1401	0.9033649698	0.2558398179
1402	0.9036525741	0.2557048089
1403	0.9036525741	0.2556851356
1404	0.9037963762	0.2555921345
1405	0.9037963762	0.2555538199
1406	0.9037963762	0.255533072
1407	0.9037963762	0.2553896105
1408	0.9037963762	0.2553044928
1409	0.9037963762	0.255242959
1410	0.9037963762	0.2551946111
1411	0.9040839804	0.2551137077
1412	0.9040839804	0.2550839835
1413	0.9039401783	0.2550719745
1414	0.9039401783	0.2550284712
1415	0.9039401783	0.2549728882
1416	0.9039401783	0.2548926429
1417	0.9039401783	0.2548674376
1418	0.9040839804	0.2548181834
1419	0.9039401783	0.2547555727
1420	0.9040839804	0.2546822036
1421	0.9040839804	0.2546148316
1422	0.9042277826	0.2545447835
1423	0.9042277826	0.2544729063
1424	0.9045153868	0.2543144271
1425	0.9045153868	0.2542384626
1426	0.9045153868	0.2542164005
1427	0.9045153868	0.2541503892
1428	0.904659189	0.2539606458
1429	0.9048029911	0.2538674885
1430	0.904659189	0.2538111753
1431	0.9049467932	0.2537206657
1432	0.9045153868	0.2536427606
1433	0.904659189	0.2536178461
1434	0.904659189	0.2536043701
1435	0.9045153868	0.2535535655
1436	0.904659189	0.2534584257
1437	0.904659189	0.2534007442
1438	0.904659189	0.2533070155
1439	0.9048029911	0.2531807595
1440	0.9045153868	0.2530972324
1441	0.9045153868	0.2530655025
1442	0.904659189	0.2529774703
1443	0.9053781996	0.2528863031
1444	0.9053781996	0.2528473508
1445	0.9056658039	0.2527286233
1446	0.9055220017	0.2526856064
1447	0.9056658039	0.2526345469
1448	0.9056658039	0.2525969503
1449	0.9060972102	0.2525136359
1450	0.9053781996	0.252419519
1451	0.9053781996	0.2523496804
1452	0.9052343975	0.2522581086
1453	0.9052343975	0.2521785943
1454	0.9055220017	0.2519456001
1455	0.9055220017	0.2519104561
1456	0.9052343975	0.2518594851
1457	0.9060972102	0.2517438998
1458	0.9065286166	0.2516858806
1459	0.9063848145	0.2515530243
1460	0.9062410124	0.2515353401
1461	0.9062410124	0.2514989084
1462	0.9063848145	0.2514573154
1463	0.9066724188	0.2513801507
1464	0.9066724188	0.2512591482
1465	0.9063848145	0.2512113717
1466	0.9063848145	0.2511649766
1467	0.9065286166	0.2510744605
1468	0.9068162209	0.2510091354
1469	0.9066724188	0.2508956778
1470	0.9065286166	0.2508627384
1471	0.9063848145	0.2508288281
1472	0.9063848145	0.2507755666
1473	0.9062410124	0.2507381268
1474	0.9063848145	0.2507241481
1475	0.9065286166	0.250684702
1476	0.9071038251	0.2506261464
1477	0.9073914294	0.250585874
1478	0.9073914294	0.2505720075
1479	0.9076790336	0.2505291978
1480	0.9076790336	0.2505115964
1481	0.9076790336	0.2504887998
1482	0.9079666379	0.2504335551
1483	0.9079666379	0.2503749045
1484	0.9079666379	0.2503354948
1485	0.9078228358	0.2502350678
1486	0.90811044	0.250144069
1487	0.90811044	0.2501147343
1488	0.9079666379	0.2500867208
1489	0.9078228358	0.2500428419
1490	0.9082542422	0.2499970898
1491	0.9082542422	0.2499312028
1492	0.90811044	0.2498606248
1493	0.9079666379	0.2497707755
1494	0.9078228358	0.2497431564
1495	0.9078228358	0.2497186983
1496	0.9078228358	0.2497034007
1497	0.9079666379	0.2496600102
1498	0.9079666379	0.2496025689
1499	0.9078228358	0.2495835504
